N=2 d=3
0.0000000000000000000000000e+00,1.7045864003992470259163383e+00,3.1263000114617174318709658e+00,3.4204459235515423110030042e+00,1.4377315655855289477926817e+00,1.1498995029645958654285209e-01,2.8054113990129860845001986e+00,-2.0757628351175616554513681e-01,3.7410791765655232454790280e-01,-1.2535788969109784574129662e-01,-4.7018364811739088438002909e-01,-6.1476745203262295191848352e-01,-2.7282616896149047835962165e-01
1.0000000000000000208166817e-03,1.7043809537375773643930188e+00,3.1266679867774183065876059e+00,3.4203254739145272367295547e+00,1.4372592523155696131453851e+00,1.1438131544638240055800082e-01,2.8051336645913487188863655e+00,-2.0328887115716184896818675e-01,3.6177569412457760700263520e-01,-1.1548016039646294417231331e-01,-4.7447106047198522871255477e-01,-6.0243522850064823437321593e-01,-2.8270389825612535217302934e-01
2.0000000000000000416333634e-03,1.7041798226569329077761950e+00,3.1270235628499665203605673e+00,3.4202149632307499160788211e+00,1.4367826234645848515469879e+00,1.1378507983945829185046250e-01,2.8048459912164735996498166e+00,-1.9894629620057108221331532e-01,3.4931313795979129777080630e-01,-1.0548277562668662010736398e-01,-4.7881363542857596771185058e-01,-5.8997267233586192514138702e-01,-2.9270128302590170399355429e-01
3.0000000000000000624500451e-03,1.7039830611451760589147852e+00,3.1273666130533381846134944e+00,3.4201145083632740195866972e+00,1.4363016250447124821931766e+00,1.1320137010171067715180726e-01,2.8045482620252970562546579e+00,-1.9455096735517871109344412e-01,3.3672780690217973820210773e-01,-9.5371449890385415204541175e-02,-4.8320896427396831107614616e-01,-5.7738734127825042108383968e-01,-3.0281260876220289501858929e-01
4.0000000000000000832667268e-03,1.7037907207222224847953385e+00,3.1276970184637709060382349e+00,3.4200242203309692001766962e+00,1.4358162055360370601420072e+00,1.1263030515690178323673365e-01,2.8042403659989494357773765e+00,-1.9010540991413010791788452e-01,3.2402754086030804980822495e-01,-8.5152152338728470670758952e-02,-4.8765452171501688649613016e-01,-5.6468707523637873268995691e-01,-3.1303190631385985343015932e-01
5.0000000000000001040834086e-03,1.7036028503253479726708974e+00,3.1280146681350586845837825e+00,3.4199442040585967816923585e+00,1.4353263160012825760958322e+00,1.1207199595123791546757985e-01,2.8039221982126694143744317e+00,-1.8561226171550343488902968e-01,3.1122044750271887769699219e-01,-7.4831096734077728882539304e-02,-4.9214766991364355952498499e-01,-5.5187998187878950506757292e-01,-3.2335296191851059521837897e-01
6.0000000000000001249000903e-03,1.7034194961987916272505572e+00,3.1283194593587766441089570e+00,3.4198745581375011859392998e+00,1.4348319101962099253455563e+00,1.1152654519314419978570641e-01,2.8035936600751121261509979e+00,-1.8107426859535663554723328e-01,2.9831488655176946478420064e-01,-6.4414730285080823435350794e-02,-4.9668566303379035886678139e-01,-5.3897442092784009215478136e-01,-3.3376932836750750066556748e-01
7.0000000000000001457167720e-03,1.7032407017881574518014531e+00,3.1286112979081628360233935e+00,3.4198153745980262030457197e+00,1.4343329446752151046240442e+00,1.1099404710938222395899544e-01,2.8032546595559342250680857e+00,-1.7649427934053169009231965e-01,2.8531945283307802441186141e-01,-5.3909721380280072045021456e-02,-5.0126565228861530432169502e-01,-5.2597898720914870729359336e-01,-3.4427433727230827287257853e-01
8.0000000000000001665334537e-03,1.7030665076401105828551863e+00,3.1288900982644429760171079e+00,3.4197667386947401269026159e+00,1.4338293788916327553550900e+00,1.1047458721872589759716021e-01,2.8029051114005678613239070e+00,-1.7187524015679833677694432e-01,2.7224295814399179782583360e-01,-4.3322946261014586011306449e-02,-5.0588469147234871314822158e-01,-5.1290249252006248070756556e-01,-3.5486111239157375196739963e-01
9.0000000000000010547118734e-03,1.7028969513078437980624358e+00,3.1291557838244505873603885e+00,3.4197287287055040394534444e+00,1.4333211752922705439772244e+00,1.0996824212434209988575873e-01,2.8025449373311515088857959e+00,-1.6722018867177779188892828e-01,2.5909441201443222935196786e-01,-3.2661474682978391959053965e-02,-5.1053974295736925803623762e-01,-4.9975394639050291223369982e-01,-3.6552258396960995989743992e-01
1.0000000000000000208166817e-02,1.7027320672627670461451999e+00,3.1294082870884718516890644e+00,3.4197014157453740068604020e+00,1.4328082994057180776792393e+00,1.0947507932594488511135467e-01,2.8021740662326286575023460e+00,-1.6253224749586780983889867e-01,2.4588300144299329863528669e-01,-2.1932554624152646172152714e-02,-5.1522768413327924008626724e-01,-4.8654253581906398151701865e-01,-3.7625150402843571262323508e-01
1.0999999999999999361621761e-02,1.7025718868128520977478502e+00,3.1296475498273368387458504e+00,3.4196848635962555640332994e+00,1.4322907199240038078613679e+00,1.0899515705270397536441607e-01,2.8017924343230946604421661e+00,-1.5781461736804711093462572e-01,2.3261806970014231588095299e-01,-1.1143596104850181024992217e-02,-5.1994531426109991123496457e-01,-4.7327760407621299876268495e-01,-3.8704046254773816215788429e-01
1.2000000000000000249800181e-02,1.7024164380280311092974443e+00,3.1298735232278724893717481e+00,3.4196791285531640269823583e+00,1.4317684087771958001411576e+00,1.0852852411779247143730487e-01,2.8013999853075333135166147e+00,-1.5307056991692596925602743e-01,2.1930909429868544746611292e-01,-3.0215419319513762974604987e-04,-5.2468936171222102515798724e-01,-4.5996862867475613034784487e-01,-3.9788190445939319861423655e-01
1.3000000000000001137978600e-02,1.7022657456730183600512873e+00,3.1300861680159344224705364e+00,3.4196842592878691213797993e+00,1.4312413412005795532166985e+00,1.0807521979535446299269807e-01,2.8009966705141757792318913e+00,-1.4830344007068255174353055e-01,2.0596566423919662747188397e-01,1.0584088723590167127608375e-02,-5.2945649155846441491490850e-01,-4.4662519861526733810919154e-01,-4.0876814737617850337159098e-01
1.4000000000000000291433544e-02,1.7021198311478897835513635e+00,3.1302854545563505439531582e+00,3.4197002967306113774270671e+00,1.4307094957940789115014013e+00,1.0763527372056193309735050e-01,2.8005824490127810832973410e+00,-1.4351661815254240783801265e-01,1.9259745664476754511973411e-01,2.1507341315297669182005080e-02,-5.3424331347660458657600202e-01,-4.3325699102083825575704168e-01,-4.1969139996788601409960506e-01
1.4999999999999999444888488e-02,1.7019787124367133923641404e+00,3.1304713629292235665957378e+00,3.4197272739705000255128198e+00,1.4301728545736263065180083e+00,1.0720870581331277959780124e-01,2.8001572877142399953243057e+00,-1.3871354170117944359930107e-01,1.7921421290512559720831121e-01,3.2459722239743658833699413e-02,-5.3904638992796749530356237e-01,-4.1987374728119630784561878e-01,-4.3064378089233201762908720e-01
1.6000000000000000333066907e-02,1.7018424040644875017136428e+00,3.1306438829821607860992572e+00,3.4197652161750911048443413e+00,1.4296314030142229789532848e+00,1.0679552622599952638182685e-01,2.7997211614509964761055016e+00,-1.3389768705780455415599306e-01,1.6582571445480540073269538e-01,4.3433279531257765193608122e-02,-5.4386224457134235699129476e-01,-4.0648524883087611137000295e-01,-4.4161733818384613092788982e-01
1.7000000000000001221245327e-02,1.7017109170625979164270802e+00,3.1308030143581335735802895e+00,3.4198141405295623407312178e+00,1.4290851300844835680692313e+00,1.0639573531565102437745907e-01,2.7992740530378723562421328e+00,-1.2907256076373194164652602e-01,1.5244175831358056094622100e-01,5.4420010345173470966972928e-02,-5.4868737086541496950076180e-01,-3.9310129268965127158352857e-01,-4.5260406899776184364014853e-01
1.8000000000000002109423747e-02,1.7015842589429601705575124e+00,3.1309487664987880606304316e+00,3.4198740561957814421134572e+00,1.4285340282724923177681831e+00,1.0600932364062022605910585e-01,2.7988159533130008149726109e+00,-1.2424169081384436874593291e-01,1.3907213251971600742606938e-01,6.5411880953697612572916853e-02,-5.5351824081530254240135491e-01,-3.7973166689578674581895257e-01,-4.6359593960628597830719855e-01
